文章序號,文章標題,關鍵字,TF (本篇次數),DF (幾篇有它),IDF (稀有度),TF-IDF (最終分數)
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,隨機,10,11,4.8214,0.2894
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,新聞,19,170,2.1646,0.2469
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,張文,6,4,5.6968,0.2052
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,男子,7,22,4.1708,0.1753
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,兵單,4,1,6.6131,0.1588
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,陸配,5,10,4.9084,0.1473
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,中國,11,165,2.1943,0.1449
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,嫌犯,5,12,4.7413,0.1423
442,網傳過時新聞擷圖誤導隨機傷人案凶嫌為中國籍,墜樓,4,4,5.6968,0.1368
443,網傳達美航空「反覆落地」影片為AI生成畫面,達美,11,2,6.2077,0.3984
443,網傳達美航空「反覆落地」影片為AI生成畫面,飛機,12,17,4.4159,0.3091
443,網傳達美航空「反覆落地」影片為AI生成畫面,航空,10,13,4.6672,0.2723
443,網傳達美航空「反覆落地」影片為AI生成畫面,芝加哥,6,1,6.6131,0.2315
443,網傳達美航空「反覆落地」影片為AI生成畫面,班機,6,4,5.6968,0.1994
443,網傳達美航空「反覆落地」影片為AI生成畫面,波音,5,1,6.6131,0.1929
443,網傳達美航空「反覆落地」影片為AI生成畫面,反彈,6,7,5.2268,0.183
443,網傳達美航空「反覆落地」影片為AI生成畫面,飛行,6,8,5.1091,0.1788
443,網傳達美航空「反覆落地」影片為AI生成畫面,機場,7,18,4.3618,0.1781
443,網傳達美航空「反覆落地」影片為AI生成畫面,b335,4,1,6.6131,0.1543
444,網傳長庚醫院研發點眼液是購物詐騙,眼藥水,9,1,6.6131,0.4384
444,網傳長庚醫院研發點眼液是購物詐騙,購買,9,33,3.7799,0.2506
444,網傳長庚醫院研發點眼液是購物詐騙,眼疾,5,1,6.6131,0.2436
444,網傳長庚醫院研發點眼液是購物詐騙,眼科,5,2,6.2077,0.2286
444,網傳長庚醫院研發點眼液是購物詐騙,長庚,7,20,4.2618,0.2197
444,網傳長庚醫院研發點眼液是購物詐騙,一頁式,6,13,4.6672,0.2063
444,網傳長庚醫院研發點眼液是購物詐騙,研發,6,20,4.2618,0.1884
444,網傳長庚醫院研發點眼液是購物詐騙,醫院,8,68,3.0722,0.181
444,網傳長庚醫院研發點眼液是購物詐騙,治療,6,39,3.6174,0.1599
444,網傳長庚醫院研發點眼液是購物詐騙,購物,5,20,4.2618,0.157
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,招生,23,2,6.2077,0.6398
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,官校,13,2,6.2077,0.3616
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,12,17,24,4.0874,0.3114
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,陸軍,16,22,4.1708,0.299
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,結訓,6,1,6.6131,0.1778
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,錄取,6,2,6.2077,0.1669
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,372,5,1,6.6131,0.1482
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,325,5,2,6.2077,0.1391
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,入伍,5,2,6.2077,0.1391
445,網傳陸官僅招生12人是錯誤訊息，今年招生325人、錄取372人,只有,7,59,3.2119,0.1008
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,陸配,24,10,4.9084,0.4531
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,依親,13,1,6.6131,0.3307
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,申請,19,43,3.5221,0.2574
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,取得,17,44,3.4996,0.2288
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,居留,11,6,5.3604,0.2268
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,老公,8,1,6.6131,0.2035
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,身分證,12,21,4.2152,0.1946
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,雙親,8,2,6.2077,0.191
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,定居,9,5,5.5145,0.1909
446,網傳陸配「亞亞」有台灣身分證、帶中國親人依親，是假消息,親屬,8,3,5.92,0.1822
447,網傳陸配小微被中共拘留公告，為造假文件,小微,16,2,6.2077,0.4807
447,網傳陸配小微被中共拘留公告，為造假文件,貴州,12,2,6.2077,0.3605
447,網傳陸配小微被中共拘留公告，為造假文件,國安部,9,1,6.6131,0.288
447,網傳陸配小微被中共拘留公告，為造假文件,警情,9,2,6.2077,0.2704
447,網傳陸配小微被中共拘留公告，為造假文件,中共,11,24,4.0874,0.2176
447,網傳陸配小微被中共拘留公告，為造假文件,圖卡,12,52,3.336,0.1937
447,網傳陸配小微被中共拘留公告，為造假文件,陸配,8,10,4.9084,0.19
447,網傳陸配小微被中共拘留公告，為造假文件,貴州省,6,2,6.2077,0.1803
447,網傳陸配小微被中共拘留公告，為造假文件,通報,9,36,3.6954,0.161
447,網傳陸配小微被中共拘留公告，為造假文件,文件,7,22,4.1708,0.1413
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,張文,10,4,5.6968,0.4099
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,按讚,10,4,5.6968,0.4099
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,嫌犯,9,12,4.7413,0.307
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,資金,9,18,4.3618,0.2824
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,存款,5,12,4.7413,0.1706
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,臉書,10,187,2.0698,0.1489
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,112年,4,8,5.1091,0.147
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,三立,5,25,4.0482,0.1456
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,框線,3,1,6.6131,0.1427
448,網傳隨機傷人嫌犯「資金來自特定政黨、臉書按讚特定媒體」說法不實,說讚,3,1,6.6131,0.1427
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,酒吧,10,2,6.2077,0.4208
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,馬公艦,9,1,6.6131,0.4035
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,曼谷,8,3,5.92,0.3211
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,水手服,6,1,6.6131,0.269
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,活動,12,83,2.8755,0.2339
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,國軍,8,25,4.0482,0.2195
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,熱舞,5,2,6.2077,0.2104
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,跨年,5,2,6.2077,0.2104
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,畫面,12,205,1.9784,0.1609
449,網傳馬公艦官兵熱舞跨年實為曼谷夜店影像,海軍,5,15,4.5337,0.1537
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,馬斯克,31,14,4.5982,0.7585
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,陸配亞亞,6,3,5.92,0.189
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,遣返,6,6,5.3604,0.1711
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,變造,8,32,3.8098,0.1622
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,卡爾森,4,2,6.2077,0.1321
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,嘴型,4,7,5.2268,0.1112
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,評論,5,26,4.0104,0.1067
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,直播,5,27,3.9741,0.1057
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,賴清德,5,27,3.9741,0.1057
450,網傳馬斯克批台灣遣返陸配亞亞是AI影片,頻道,6,59,3.2119,0.1025
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,馬斯克,39,14,4.5982,0.7537
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,talk007,6,2,6.2077,0.1565
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,節目,10,37,3.6687,0.1542
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,喜歡,7,8,5.1091,0.1503
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,musk,6,4,5.6968,0.1437
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,中國,15,165,2.1943,0.1383
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,ai,12,108,2.6149,0.1319
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,內容,20,368,1.3955,0.1173
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,這麼多,5,5,5.5145,0.1159
451,網傳馬斯克談各國不喜歡中國原因為AI變造內容,podcast,4,2,6.2077,0.1044
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,著地,16,2,6.2077,0.4669
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,雙腳,14,1,6.6131,0.4352
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,紅燈,11,1,6.6131,0.3419
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,停等,10,1,6.6131,0.3108
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,開罰,6,8,5.1091,0.1441
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,法規,8,32,3.8098,0.1433
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,警方,7,36,3.6954,0.1216
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,台東,5,8,5.1091,0.1201
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,車輛,6,21,4.2152,0.1189
452,網傳騎士等紅燈雙腳未著地要罰，是假消息,1800,4,2,6.2077,0.1167
453,網傳高市早苗祖父侵華照片，是張冠李戴,高市,47,8,5.1091,0.6133
453,網傳高市早苗祖父侵華照片，是張冠李戴,日軍,28,2,6.2077,0.4439
453,網傳高市早苗祖父侵華照片，是張冠李戴,早苗,25,7,5.2268,0.3337
453,網傳高市早苗祖父侵華照片，是張冠李戴,祖父,18,1,6.6131,0.304
453,網傳高市早苗祖父侵華照片，是張冠李戴,早雄,10,1,6.6131,0.1689
453,網傳高市早苗祖父侵華照片，是張冠李戴,照片,23,90,2.7954,0.1642
453,網傳高市早苗祖父侵華照片，是張冠李戴,姓名,13,38,3.6427,0.1209
453,網傳高市早苗祖父侵華照片，是張冠李戴,中國,16,165,2.1943,0.0897
453,網傳高市早苗祖父侵華照片，是張冠李戴,日本,11,67,3.0868,0.0867
453,網傳高市早苗祖父侵華照片，是張冠李戴,圖卡,10,52,3.336,0.0852
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,公園,12,9,5.0037,0.4913
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,黃石,7,1,6.6131,0.3788
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,圖片,14,91,2.7845,0.319
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,入口,7,10,4.9084,0.2811
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,英語系,4,1,6.6131,0.2165
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,ai,10,108,2.6149,0.214
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,生成,9,93,2.763,0.2035
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,熊群,3,1,6.6131,0.1623
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,佔據,3,3,5.92,0.1453
454,網傳黃石公園入口遭大量熊群佔據是AI生成圖,管理局,3,9,5.0037,0.1228
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,訊號,17,12,4.7413,0.3753
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,5g,11,1,6.6131,0.3387
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,電信,12,9,5.0037,0.2796
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,攔截,9,6,5.3604,0.2246
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,衛星,9,16,4.4731,0.1875
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,上網,7,4,5.6968,0.1857
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,1099,5,1,6.6131,0.154
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,基地台,5,1,6.6131,0.154
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,終端,5,1,6.6131,0.154
455,網路廣告「1099元一次買斷神奇Wi-Fi機」，是詐騙,通信,6,6,5.3604,0.1498
456,網路影片虛構中文字幕，捏造印度議員大罵總理,印度,21,28,3.939,0.4776
456,網路影片虛構中文字幕，捏造印度議員大罵總理,議員,16,18,4.3618,0.4029
456,網路影片虛構中文字幕，捏造印度議員大罵總理,莫迪,11,3,5.92,0.376
456,網路影片虛構中文字幕，捏造印度議員大罵總理,維普洛夫,7,1,6.6131,0.2673
456,網路影片虛構中文字幕，捏造印度議員大罵總理,大罵,6,1,6.6131,0.2291
456,網路影片虛構中文字幕，捏造印度議員大罵總理,聯邦,7,19,4.3105,0.1742
456,網路影片虛構中文字幕，捏造印度議員大罵總理,字幕,6,22,4.1708,0.1445
456,網路影片虛構中文字幕，捏造印度議員大罵總理,畫面,12,205,1.9784,0.1371
456,網路影片虛構中文字幕，捏造印度議員大罵總理,談話,6,40,3.5927,0.1244
456,網路影片虛構中文字幕，捏造印度議員大罵總理,中文,6,44,3.4996,0.1212
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,興達,15,2,6.2077,0.4324
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,電廠,15,6,5.3604,0.3734
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,事故,14,33,3.7799,0.2457
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,射擊,10,10,4.9084,0.2279
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,演習,11,20,4.2618,0.2177
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,空軍,11,28,3.939,0.2012
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,爆炸,9,13,4.6672,0.1951
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,實彈,8,8,5.1091,0.1898
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,天然氣,6,3,5.92,0.1649
457,網路影片虛構興達電廠爆炸是因為F-16演習誤射,火警,6,4,5.6968,0.1587
458,網路影片誇大渲染九層塔的養生功效,九層塔,26,5,5.5145,0.673
458,網路影片誇大渲染九層塔的養生功效,長壽草,8,1,6.6131,0.2483
458,網路影片誇大渲染九層塔的養生功效,凝血,6,1,6.6131,0.1862
458,網路影片誇大渲染九層塔的養生功效,中醫,6,12,4.7413,0.1335
458,網路影片誇大渲染九層塔的養生功效,健康,10,101,2.6813,0.1259
458,網路影片誇大渲染九層塔的養生功效,藥物,7,33,3.7799,0.1242
458,網路影片誇大渲染九層塔的養生功效,研究,9,92,2.7737,0.1172
458,網路影片誇大渲染九層塔的養生功效,服用,5,14,4.5982,0.1079
458,網路影片誇大渲染九層塔的養生功效,吳宗修,4,5,5.5145,0.1035
458,網路影片誇大渲染九層塔的養生功效,實證,5,22,4.1708,0.0979
459,網路流傳虛構的兩岸同婚數據與共諜案例,同婚,21,1,6.6131,0.4741
459,網路流傳虛構的兩岸同婚數據與共諜案例,結婚,21,8,5.1091,0.3663
459,網路流傳虛構的兩岸同婚數據與共諜案例,人數,25,34,3.7509,0.3202
459,網路流傳虛構的兩岸同婚數據與共諜案例,兩岸,22,27,3.9741,0.2985
459,網路流傳虛構的兩岸同婚數據與共諜案例,男性,14,22,4.1708,0.1994
459,網路流傳虛構的兩岸同婚數據與共諜案例,上校,8,1,6.6131,0.1806
459,網路流傳虛構的兩岸同婚數據與共諜案例,里長,9,7,5.2268,0.1606
459,網路流傳虛構的兩岸同婚數據與共諜案例,共諜案,7,3,5.92,0.1415
459,網路流傳虛構的兩岸同婚數據與共諜案例,退役,7,6,5.3604,0.1281
459,網路流傳虛構的兩岸同婚數據與共諜案例,共諜,5,1,6.6131,0.1129
460,網路流傳錯誤的金門演習畫面,演習,16,20,4.2618,0.3731
460,網路流傳錯誤的金門演習畫面,金門,14,13,4.6672,0.3575
460,網路流傳錯誤的金門演習畫面,操演,12,9,5.0037,0.3285
460,網路流傳錯誤的金門演習畫面,實彈,10,8,5.1091,0.2796
460,網路流傳錯誤的金門演習畫面,畫面,23,205,1.9784,0.249
460,網路流傳錯誤的金門演習畫面,太武,7,2,6.2077,0.2378
460,網路流傳錯誤的金門演習畫面,3月,14,79,2.9242,0.224
460,網路流傳錯誤的金門演習畫面,射擊,6,10,4.9084,0.1611
460,網路流傳錯誤的金門演習畫面,國軍,7,25,4.0482,0.1551
460,網路流傳錯誤的金門演習畫面,反搜,8,63,3.1474,0.1378
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,印台,22,1,6.6131,0.4927
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,膠帶,17,1,6.6131,0.3807
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,墨水,15,1,6.6131,0.3359
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,隱形,11,3,5.92,0.2205
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,選務,11,9,5.0037,0.1864
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,封條,8,1,6.6131,0.1792
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,投票,12,25,4.0482,0.1645
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,封箱,7,2,6.2077,0.1472
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,票匭,7,3,5.92,0.1403
461,網路謠言抹黑選務工具  民眾投票不用自帶印台,加貼,6,1,6.6131,0.1344
462,緬甸地震，各國地震機構測得地裂近500公里,地震,32,20,4.2618,0.4638
462,緬甸地震，各國地震機構測得地裂近500公里,公里,27,18,4.3618,0.4005
462,緬甸地震，各國地震機構測得地裂近500公里,地表,16,4,5.6968,0.31
462,緬甸地震，各國地震機構測得地裂近500公里,破裂,16,9,5.0037,0.2723
462,緬甸地震，各國地震機構測得地裂近500公里,650,12,1,6.6131,0.2699
462,緬甸地震，各國地震機構測得地裂近500公里,地裂,11,1,6.6131,0.2474
462,緬甸地震，各國地震機構測得地裂近500公里,長度,14,19,4.3105,0.2052
462,緬甸地震，各國地震機構測得地裂近500公里,斷層,10,6,5.3604,0.1823
462,緬甸地震，各國地震機構測得地裂近500公里,緬甸,11,14,4.5982,0.172
462,緬甸地震，各國地震機構測得地裂近500公里,usgs,8,3,5.92,0.1611
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,緬甸,12,14,4.5982,0.4722
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,衝突,11,38,3.6427,0.3429
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,車牌,7,7,5.2268,0.3131
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,防衛隊,5,1,6.6131,0.283
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,柬埔寨,5,10,4.9084,0.21
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,泰國,5,16,4.4731,0.1914
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,people,3,1,6.6131,0.1698
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,巷戰,3,1,6.6131,0.1698
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,標誌,4,24,4.0874,0.1399
463,緬甸城鎮衝突畫面遭誤傳為泰柬衝突,人民,4,29,3.9051,0.1337
464,罷免投票所地點原則上與2024年總統及立委選舉相同,投票所,16,6,5.3604,0.3657
464,罷免投票所地點原則上與2024年總統及立委選舉相同,地點,26,55,3.2809,0.3637
464,罷免投票所地點原則上與2024年總統及立委選舉相同,選舉,19,17,4.4159,0.3577
464,罷免投票所地點原則上與2024年總統及立委選舉相同,投開票所,12,8,5.1091,0.2614
464,罷免投票所地點原則上與2024年總統及立委選舉相同,選委會,11,13,4.6672,0.2189
464,罷免投票所地點原則上與2024年總統及立委選舉相同,投票,11,25,4.0482,0.1899
464,罷免投票所地點原則上與2024年總統及立委選舉相同,罷免,9,19,4.3105,0.1654
464,罷免投票所地點原則上與2024年總統及立委選舉相同,設置,10,32,3.8098,0.1624
464,罷免投票所地點原則上與2024年總統及立委選舉相同,修繕,6,2,6.2077,0.1588
464,罷免投票所地點原則上與2024年總統及立委選舉相同,原則上,6,4,5.6968,0.1457
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,通知單,12,8,5.1091,0.444
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,投票,15,25,4.0482,0.4398
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,罷免,9,19,4.3105,0.281
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,投票日,7,11,4.8214,0.2444
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,罷免案,7,18,4.3618,0.2211
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,分送,4,3,5.92,0.1715
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,中選會,5,13,4.6672,0.169
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,26日,6,34,3.7509,0.163
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,地點,6,55,3.2809,0.1426
465,罷免投票日前2天會分送通知單，也可線上查投開票所地點,選舉,4,17,4.4159,0.1279
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,器官,40,10,4.9084,0.5475
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,器捐,27,4,5.6968,0.4289
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,捐贈,23,8,5.1091,0.3277
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,移植,18,4,5.6968,0.286
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,醫院,25,68,3.0722,0.2142
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,羅東,11,3,5.92,0.1816
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,病人,11,21,4.2152,0.1293
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,大愛,7,4,5.6968,0.1112
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,國有,6,4,5.6968,0.0953
466,羅東聖母醫院大愛器捐案例被造謠成「國有器官」,腦死,6,4,5.6968,0.0953
467,美國不是用台灣進口車稅率來計算對等關稅,關稅,42,22,4.1708,0.5704
467,美國不是用台灣進口車稅率來計算對等關稅,對等,20,9,5.0037,0.3258
467,美國不是用台灣進口車稅率來計算對等關稅,貿易,21,22,4.1708,0.2852
467,美國不是用台灣進口車稅率來計算對等關稅,進口,17,16,4.4731,0.2476
467,美國不是用台灣進口車稅率來計算對等關稅,逆差,11,2,6.2077,0.2223
467,美國不是用台灣進口車稅率來計算對等關稅,美國,32,181,2.1023,0.219
467,美國不是用台灣進口車稅率來計算對等關稅,裕隆,10,1,6.6131,0.2153
467,美國不是用台灣進口車稅率來計算對等關稅,課徵,11,10,4.9084,0.1758
467,美國不是用台灣進口車稅率來計算對等關稅,稅率,8,4,5.6968,0.1484
467,美國不是用台灣進口車稅率來計算對等關稅,汽車,9,11,4.8214,0.1413
468,美國國務卿沒有宣布禁止批評以色列者入境美國,盧比歐,19,3,5.92,0.4442
468,美國國務卿沒有宣布禁止批評以色列者入境美國,簽證,15,6,5.3604,0.3175
468,美國國務卿沒有宣布禁止批評以色列者入境美國,以色列,17,23,4.1282,0.2771
468,美國國務卿沒有宣布禁止批評以色列者入境美國,猶太,10,2,6.2077,0.2451
468,美國國務卿沒有宣布禁止批評以色列者入境美國,入境,11,11,4.8214,0.2094
468,美國國務卿沒有宣布禁止批評以色列者入境美國,美國,25,181,2.1023,0.2075
468,美國國務卿沒有宣布禁止批評以色列者入境美國,審查,13,31,3.8405,0.1972
468,美國國務卿沒有宣布禁止批評以色列者入境美國,批評,12,31,3.8405,0.182
468,美國國務卿沒有宣布禁止批評以色列者入境美國,主義,8,8,5.1091,0.1614
468,美國國務卿沒有宣布禁止批評以色列者入境美國,學生,8,14,4.5982,0.1453
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,關稅,47,22,4.1708,0.8162
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,美國,22,181,2.1023,0.1926
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,協商,9,11,4.8214,0.1807
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,稅率,7,4,5.6968,0.166
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,trump,5,4,5.6968,0.1186
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,宣布,10,94,2.7524,0.1146
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,網站,12,159,2.2311,0.1115
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,7月,10,113,2.5701,0.107
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,進度,5,12,4.7413,0.0987
469,美國對台灣關稅仍在協商 網傳「32％」不是最新結果,川普,7,71,3.0296,0.0883
470,美國明尼蘇達州沒有立法禁止mRNA產品,mrna,26,5,5.5145,0.6041
470,美國明尼蘇達州沒有立法禁止mRNA產品,明尼蘇達州,13,1,6.6131,0.3622
470,美國明尼蘇達州沒有立法禁止mRNA產品,立法,16,10,4.9084,0.3309
470,美國明尼蘇達州沒有立法禁止mRNA產品,禁止,15,24,4.0874,0.2583
470,美國明尼蘇達州沒有立法禁止mRNA產品,疫苗,13,25,4.0482,0.2217
470,美國明尼蘇達州沒有立法禁止mRNA產品,法案,10,12,4.7413,0.1998
470,美國明尼蘇達州沒有立法禁止mRNA產品,產品,13,39,3.6174,0.1981
470,美國明尼蘇達州沒有立法禁止mRNA產品,武器,9,17,4.4159,0.1674
470,美國明尼蘇達州沒有立法禁止mRNA產品,議員,7,18,4.3618,0.1286
470,美國明尼蘇達州沒有立法禁止mRNA產品,注射劑,4,1,6.6131,0.1114
471,美國未拒付到期美債、釣魚台仍由日本控制,日本,61,67,3.0868,0.5776
471,美國未拒付到期美債、釣魚台仍由日本控制,有事,18,8,5.1091,0.2821
471,美國未拒付到期美債、釣魚台仍由日本控制,中國,39,165,2.1943,0.2625
471,美國未拒付到期美債、釣魚台仍由日本控制,沖繩,10,1,6.6131,0.2029
471,美國未拒付到期美債、釣魚台仍由日本控制,釣魚台,10,1,6.6131,0.2029
471,美國未拒付到期美債、釣魚台仍由日本控制,外相,9,1,6.6131,0.1826
471,美國未拒付到期美債、釣魚台仍由日本控制,岩屋毅,9,1,6.6131,0.1826
471,美國未拒付到期美債、釣魚台仍由日本控制,簽證,10,6,5.3604,0.1644
